,Applicant,Department,Admitted
5048,Male,F,False
5049,Male,F,True
5050,Male,E,False
5051,Female,D,False
5052,Female,E,False
5053,Female,D,False
5054,Male,B,True
5055,Female,A,True
5056,Male,D,True
5057,Female,E,False
5058,Male,D,True
5059,Female,D,True
5060,Female,C,False
5061,Male,A,False
5062,Male,B,True
5063,Male,F,True
5064,Female,C,True
5065,Female,F,False
5066,Female,D,False
5067,Male,B,True
5068,Male,B,False
5069,Male,A,True
5070,Male,C,False
5071,Female,D,False
5072,Male,A,True
5073,Male,F,False
5074,Male,F,True
5075,Female,C,True
5076,Male,F,True
5077,Male,F,False
5078,Female,D,False
5079,Male,B,True
5080,Male,C,False
5081,Male,A,True
5082,Male,A,False
5083,Female,A,True
5084,Female,E,False
5085,Male,D,True
5086,Male,D,False
5087,Male,C,False
5088,Male,A,True
5089,Male,A,True
5090,Female,E,False
5091,Male,B,True
5092,Male,D,False
5093,Male,F,False
5094,Male,B,True
5095,Male,D,False
5096,Male,F,False
5097,Male,D,False
5098,Female,E,False
5099,Female,E,False
5100,Male,B,True
5101,Female,E,True
5102,Male,F,False
5103,Female,F,False
5104,Female,A,True
5105,Male,A,True
5106,Male,C,False
5107,Male,A,False
5108,Female,D,False
5109,Female,F,False
5110,Female,F,False
5111,Male,C,False
5112,Female,C,False
5113,Female,E,False
5114,Female,A,False
5115,Male,B,True
5116,Female,E,True
5117,Male,D,False
5118,Female,E,False
5119,Male,B,True
5120,Male,A,True
5121,Female,F,True
5122,Male,B,True
5123,Female,C,False
5124,Male,B,True
5125,Male,E,False
5126,Male,A,False
5127,Female,A,False
5128,Male,D,True
5129,Female,D,False
5130,Female,F,False
5131,Male,F,False
5132,Female,E,False
5133,Male,C,True
5134,Male,A,False
5135,Female,E,False
5136,Female,C,False
5137,Male,F,False
5138,Male,D,True
5139,Female,D,False
5140,Female,E,True
5141,Male,F,False
5142,Male,A,False
5143,Female,E,False
5144,Male,D,False
5145,Female,E,True
5146,Male,A,False
5147,Female,D,False
5148,Male,B,True
5149,Female,D,False
5150,Male,A,False
5151,Male,A,True
5152,Male,A,False
5153,Male,A,False
5154,Female,C,False
5155,Male,F,False
5156,Male,E,True
5157,Male,C,True
5158,Male,A,False
5159,Male,F,True
5160,Male,A,True
5161,Male,D,False
5162,Male,A,True
5163,Male,B,True
5164,Male,B,True
5165,Male,B,True
5166,Female,F,False
5167,Male,B,False
5168,Male,E,False
5169,Female,D,True
5170,Female,E,False
5171,Male,B,True
5172,Female,C,False
5173,Male,A,False
5174,Female,F,False
5175,Female,E,False
5176,Male,B,True
5177,Male,F,True
5178,Female,F,False
5179,Male,C,False
5180,Male,A,True
5181,Male,D,False
5182,Male,A,True
5183,Male,B,True
5184,Female,B,True
5185,Male,F,False
5186,Male,F,False
5187,Female,E,True
5188,Female,C,False
5189,Female,C,False
5190,Male,C,False
5191,Female,C,False
5192,Male,D,False
5193,Male,F,False
5194,Female,D,True
5195,Female,C,False
5196,Female,A,False
5197,Male,D,False
5198,Female,C,True
5199,Male,D,True
5200,Female,F,False
5201,Male,A,True
5202,Male,D,False
5203,Male,C,False
5204,Female,C,False
5205,Female,D,False
5206,Male,B,True
5207,Male,E,False
5208,Male,B,True
5209,Male,F,True
5210,Male,B,False
5211,Male,B,True
5212,Male,A,False
5213,Male,B,True
5214,Male,A,True
5215,Male,E,False
5216,Female,C,True
5217,Female,E,True
5218,Male,A,True
5219,Male,A,True
5220,Female,C,False
5221,Female,E,False
5222,Male,A,True
5223,Female,E,False
5224,Female,F,False
5225,Male,A,True
5226,Male,B,False
5227,Female,A,False
5228,Male,D,False
5229,Female,C,False
5230,Female,E,False
5231,Female,C,False
5232,Male,D,False
5233,Male,A,True
5234,Male,A,True
5235,Male,B,True
5236,Male,C,True
5237,Male,A,False
5238,Female,F,True
5239,Male,B,False
5240,Female,B,False
5241,Female,F,True
5242,Male,D,False
5243,Female,E,False
5244,Male,B,True
5245,Female,C,False
5246,Female,D,False
5247,Male,F,False
5248,Male,D,False
5249,Female,C,True
5250,Male,E,False
5251,Female,F,False
5252,Male,A,True
5253,Female,C,True
5254,Male,A,True
5255,Female,E,False
5256,Male,A,True
5257,Female,C,False
5258,Male,D,False
5259,Male,A,False
5260,Female,E,False
5261,Female,E,False
5262,Female,C,True
5263,Male,E,False
5264,Female,E,True
5265,Female,C,False
5266,Female,C,False
5267,Female,D,False
5268,Male,A,True
5269,Male,F,True
5270,Female,A,True
5271,Male,B,False
5272,Male,F,True
5273,Female,B,False
5274,Male,C,True
5275,Female,C,False
5276,Female,C,False
5277,Female,D,True
5278,Male,C,False
5279,Male,F,False
5280,Male,F,False
5281,Female,A,True
5282,Male,D,True
5283,Male,A,False
5284,Female,F,True
5285,Female,F,False
5286,Female,D,True
5287,Male,C,True
5288,Male,A,False
5289,Male,F,False
5290,Female,A,False
5291,Male,B,False
5292,Female,A,True
5293,Female,A,True
5294,Female,C,False
5295,Female,E,False
5296,Male,F,True
5297,Male,E,False
5298,Female,D,False
5299,Male,A,True
5300,Female,C,True
5301,Female,C,True
5302,Male,A,True
5303,Female,F,False
5304,Male,A,False
5305,Male,A,True
5306,Male,D,False
5307,Male,A,True
5308,Female,F,True
5309,Male,B,True
5310,Female,C,False
5311,Female,D,True
5312,Female,C,True
5313,Male,B,True
5314,Male,A,True
5315,Male,A,False
5316,Male,D,False
5317,Female,C,True
5318,Female,E,False
5319,Male,C,True
5320,Male,E,False
5321,Female,E,False
5322,Male,B,True
5323,Male,F,True
5324,Male,B,False
5325,Male,B,False
5326,Female,C,False
5327,Male,F,False
5328,Male,B,False
5329,Female,E,False
5330,Male,B,False
5331,Male,F,True
5332,Male,D,False
5333,Male,A,True
5334,Male,A,False
5335,Female,D,True
5336,Male,B,True
5337,Female,C,False
5338,Female,D,False
5339,Male,F,False
5340,Male,D,True
5341,Male,E,False
5342,Male,D,True
5343,Male,B,True
5344,Male,B,False
5345,Male,B,False
5346,Male,B,True
5347,Male,A,False
5348,Female,E,False
5349,Female,D,False
5350,Male,C,False
5351,Male,E,False
5352,Female,F,False
5353,Female,C,True
5354,Female,C,True
5355,Male,A,True
5356,Female,B,True
5357,Male,F,False
5358,Male,A,True
5359,Female,E,True
5360,Male,A,True
5361,Male,D,False
5362,Male,F,False
5363,Male,A,True
5364,Male,B,False
5365,Male,B,True
5366,Male,E,False
5367,Female,D,True
5368,Male,B,True
5369,Male,A,True
5370,Female,C,True
5371,Male,E,False
5372,Male,B,True
5373,Female,F,False
5374,Female,C,False
5375,Male,F,False
5376,Male,B,False
5377,Male,F,True
5378,Female,D,False
5379,Male,F,True
5380,Male,A,False
5381,Male,B,True
5382,Male,D,False
5383,Male,F,False
5384,Male,A,True
5385,Male,A,True
5386,Female,C,False
5387,Male,C,False
5388,Male,E,False
5389,Male,B,False
5390,Female,E,False
5391,Male,F,False
5392,Male,B,True
5393,Female,F,False
5394,Male,A,True
5395,Male,B,False
5396,Male,D,False
5397,Female,F,False
5398,Male,C,False
5399,Female,E,False
5400,Male,D,True
5401,Male,F,True
5402,Male,A,False
5403,Female,F,True
5404,Male,B,True
5405,Male,A,False
5406,Male,E,False
5407,Female,C,False
5408,Female,F,True
5409,Male,A,False
5410,Female,A,False
5411,Female,E,False
5412,Female,F,False
5413,Male,B,True
5414,Female,C,False
5415,Male,B,False
5416,Male,A,True
5417,Male,A,True
5418,Female,F,False
5419,Female,A,False
5420,Male,D,False
5421,Male,A,False
5422,Male,C,False
5423,Female,C,False
5424,Male,C,False
5425,Female,C,False
5426,Female,E,False
5427,Male,E,False
5428,Female,E,False
5429,Male,A,True
5430,Female,C,False
5431,Male,A,True
5432,Female,F,False
5433,Male,B,False
5434,Female,C,False
5435,Male,A,True
5436,Female,D,False
5437,Male,A,True
5438,Female,D,False
5439,Male,A,True
5440,Male,F,False
5441,Male,F,True
5442,Female,A,False
5443,Male,A,False
5444,Male,F,False
5445,Male,B,True
5446,Male,B,True
5447,Male,D,False
5448,Female,D,False
5449,Female,D,True
5450,Female,E,True
5451,Male,C,False
5452,Female,D,False
5453,Male,B,True
5454,Male,B,True
5455,Female,E,False
5456,Male,A,True
5457,Male,B,True
5458,Female,C,True
5459,Male,C,False
5460,Female,D,False
5461,Male,F,True
5462,Female,E,False
5463,Female,C,True
5464,Male,A,True
5465,Male,B,False
5466,Female,F,False
5467,Male,B,True
5468,Male,F,True
5469,Female,D,False
5470,Female,E,False
5471,Male,C,False
5472,Male,C,False
5473,Female,E,False
5474,Female,E,False
5475,Male,A,True
5476,Male,C,True
5477,Male,E,False
5478,Female,E,False
5479,Male,D,False
5480,Female,C,True
5481,Male,A,False
5482,Male,E,False
5483,Male,E,True
5484,Female,E,True
5485,Male,D,False
5486,Female,E,True
5487,Male,A,False
5488,Female,B,True
5489,Female,E,True
5490,Female,D,True
5491,Female,F,True
5492,Female,C,False
5493,Male,B,False
5494,Female,D,False
5495,Male,F,False
5496,Male,A,True
5497,Female,C,True
5498,Female,D,True
5499,Female,C,False
5500,Female,E,False
5501,Male,A,True
5502,Male,B,True
5503,Female,F,False
5504,Male,B,False
5505,Male,B,False
5506,Male,A,True
5507,Male,E,False
5508,Male,C,False
5509,Male,A,False
5510,Male,C,True
5511,Female,D,False
5512,Male,B,True
5513,Male,A,True
5514,Male,C,False
5515,Male,F,True
5516,Male,A,True
5517,Female,C,False
5518,Male,B,False
5519,Male,E,False
5520,Female,E,False
5521,Male,F,False
5522,Male,C,False
5523,Female,C,True
5524,Male,D,True
5525,Male,D,False
5526,Female,D,False
5527,Male,D,False
5528,Female,F,True
5529,Female,A,True
5530,Female,E,False
5531,Male,D,True
5532,Female,E,False
5533,Male,B,False
5534,Male,F,True
5535,Male,C,False
5536,Female,D,False
5537,Male,A,True
5538,Male,B,True
5539,Female,A,False
5540,Male,E,False
5541,Male,B,True
5542,Male,D,False
5543,Female,C,False
5544,Male,A,True
5545,Male,E,True
5546,Female,F,False
5547,Female,F,False
5548,Male,F,False
5549,Female,C,True
5550,Female,A,True
5551,Male,F,False
5552,Male,A,True
5553,Female,E,True
5554,Male,D,True
5555,Female,E,False
5556,Male,B,True
5557,Female,F,False
5558,Male,B,True
5559,Female,A,True
5560,Male,C,True
5561,Male,A,True
5562,Female,D,False
5563,Male,D,True
5564,Male,A,False
5565,Male,D,False
5566,Male,A,False
5567,Female,C,False
5568,Male,A,False
5569,Male,C,False
5570,Male,B,True
5571,Male,F,False
5572,Female,C,True
5573,Male,B,True
5574,Male,D,False
5575,Male,A,True
5576,Male,C,False
5577,Female,C,False
5578,Male,F,False
5579,Male,E,False
5580,Male,F,False
5581,Male,A,True
5582,Male,A,False
5583,Female,E,False
5584,Female,D,False
5585,Male,B,False
5586,Male,B,True
5587,Male,A,True
5588,Male,A,True
5589,Female,E,False
5590,Male,F,False
5591,Male,C,False
5592,Male,F,False
5593,Female,C,False
5594,Female,D,False
5595,Male,B,True
5596,Male,F,False
5597,Female,F,False
5598,Female,C,True
5599,Female,A,False
5600,Male,D,False
5601,Male,F,False
5602,Male,F,False
5603,Female,E,False
5604,Male,B,True
5605,Female,C,True
5606,Male,E,True
5607,Male,A,True
5608,Male,A,True
5609,Female,C,False
5610,Male,A,True
5611,Male,D,True
5612,Male,D,True
5613,Male,F,False
5614,Male,D,False
5615,Male,E,False
5616,Female,C,False
5617,Female,E,False
5618,Male,F,False
5619,Female,F,False
5620,Male,B,True
5621,Male,B,False
5622,Male,A,True
5623,Male,D,False
5624,Female,F,False
5625,Male,A,True
5626,Female,C,False
5627,Male,D,False
5628,Male,B,False
5629,Male,A,True
5630,Male,C,True
5631,Male,D,False
5632,Female,C,False
5633,Male,A,True
5634,Male,B,False
5635,Male,B,True
5636,Male,A,False
5637,Male,F,True
5638,Female,D,False
5639,Female,F,False
5640,Male,A,False
5641,Male,B,False
5642,Female,C,True
5643,Male,C,True
5644,Female,A,True
5645,Male,A,True
5646,Male,C,False
5647,Female,C,False
5648,Female,C,False
5649,Male,A,True
5650,Male,A,False
5651,Male,F,False
5652,Female,C,False
5653,Male,C,False
5654,Male,D,False
5655,Male,C,True
5656,Male,B,True
5657,Male,D,False
5658,Female,E,True
5659,Male,A,False
5660,Male,B,False
5661,Male,A,True
5662,Female,C,False
5663,Male,A,True
5664,Male,A,True
5665,Female,D,False
5666,Male,A,False
5667,Male,F,False
5668,Male,F,False
5669,Female,F,False
5670,Male,E,False
5671,Female,C,False
5672,Female,C,False
5673,Male,A,True
5674,Male,A,False
5675,Female,F,False
5676,Male,B,True
5677,Male,B,False
5678,Male,E,True
5679,Female,F,False
5680,Male,C,True
5681,Male,A,True
5682,Male,F,False
5683,Female,D,True
5684,Female,A,True
5685,Female,D,False
5686,Male,A,True
5687,Male,F,True
5688,Male,C,False
5689,Male,D,False
5690,Female,D,False
5691,Female,D,True
5692,Female,C,False
5693,Male,B,False
5694,Female,F,False
5695,Male,E,False
5696,Male,F,True
5697,Male,F,False
5698,Male,F,False
5699,Female,C,True
5700,Male,E,False
5701,Female,C,False
5702,Male,F,False
5703,Male,D,False
5704,Male,F,False
5705,Female,C,True
5706,Male,A,True
5707,Male,A,False
5708,Male,C,True
5709,Female,D,False
5710,Male,A,True
5711,Female,F,False
5712,Male,D,False
5713,Male,D,False
5714,Male,D,False
5715,Male,D,True
5716,Female,C,False
5717,Male,F,False
5718,Male,B,False
5719,Male,D,True
5720,Male,C,False
5721,Male,F,False
5722,Male,F,False
5723,Female,D,True
5724,Female,C,True
5725,Male,B,True
5726,Male,E,False
5727,Male,B,True
5728,Female,C,False
5729,Male,A,True
5730,Female,E,False
5731,Male,A,True
5732,Female,D,True
5733,Male,C,False
5734,Male,B,True
5735,Male,B,True
5736,Male,E,False
5737,Female,E,True
5738,Male,B,True
5739,Male,C,False
5740,Female,D,False
5741,Male,F,True
5742,Male,E,False
5743,Female,D,False
5744,Male,D,False
5745,Male,A,True
5746,Male,F,True
5747,Male,B,True
5748,Male,C,True
5749,Male,E,False
5750,Female,D,False
5751,Female,D,False
5752,Female,F,False
5753,Male,D,False
5754,Male,B,False
5755,Female,C,False
5756,Female,D,False
5757,Male,C,False
5758,Female,D,False
5759,Male,A,True
5760,Female,C,False
5761,Male,B,True
5762,Male,A,False
5763,Male,B,False
5764,Female,F,False
5765,Male,F,False
5766,Male,D,False
5767,Male,A,True
5768,Male,A,True
5769,Male,A,True
5770,Male,C,False
5771,Male,B,False
5772,Male,C,False
5773,Female,C,True
5774,Male,A,True
5775,Male,C,True
5776,Male,A,False
5777,Male,A,False
5778,Female,F,True
5779,Female,C,True
5780,Male,D,False
5781,Female,D,False
5782,Male,D,False
5783,Female,E,False
5784,Male,A,True
5785,Female,C,True
5786,Male,D,False
5787,Female,F,True
5788,Male,F,False
5789,Male,D,True
5790,Female,C,True
5791,Male,A,False
5792,Female,D,False
5793,Female,E,False
5794,Female,D,False
5795,Male,C,False
5796,Male,A,False
5797,Male,F,False
5798,Male,F,False
5799,Male,A,False
5800,Male,D,True
5801,Male,D,False
5802,Female,D,True
5803,Male,A,True
5804,Female,C,True
5805,Male,C,False
5806,Male,C,False
5807,Female,C,False
5808,Female,A,True
5809,Female,F,False
5810,Male,F,False
5811,Female,C,False
5812,Male,C,False
5813,Male,C,False
5814,Male,A,True
5815,Female,C,False
5816,Female,D,False
5817,Female,D,True
5818,Female,D,False
5819,Female,B,True
5820,Female,C,False
5821,Female,D,False
5822,Male,A,False
5823,Female,E,False
5824,Male,B,True
5825,Female,C,False
5826,Male,A,True
5827,Male,D,True
5828,Male,A,True
5829,Male,E,False
5830,Male,A,False
5831,Female,C,False
5832,Male,C,False
5833,Male,A,True
5834,Male,A,True
5835,Male,B,False
5836,Female,F,True
5837,Female,C,False
5838,Male,F,False
5839,Male,F,False
5840,Male,C,False
5841,Male,A,True
5842,Male,F,False
5843,Male,D,False
5844,Male,F,False
5845,Male,A,False
5846,Male,B,True
5847,Male,C,False
5848,Male,D,False
5849,Male,E,False
5850,Male,A,True
5851,Male,F,False
5852,Female,C,False
5853,Male,D,False
5854,Male,A,False
5855,Male,D,False
5856,Male,D,False
5857,Male,C,True
5858,Male,D,True
5859,Female,B,False
5860,Male,B,True
5861,Male,B,True
5862,Male,C,False
5863,Male,A,False
5864,Female,C,False
5865,Male,A,True
5866,Male,D,True
5867,Male,A,True
5868,Female,C,True
5869,Male,B,True
5870,Female,C,False
5871,Female,E,False
5872,Male,C,False
5873,Female,A,True
5874,Male,F,False
5875,Male,D,False
5876,Male,F,False
5877,Male,B,False
5878,Male,B,True
5879,Female,D,False
5880,Female,D,False
5881,Female,F,False
5882,Female,E,False
5883,Male,A,True
5884,Male,E,True
5885,Male,A,False
5886,Female,F,False
5887,Male,F,False
5888,Male,A,True
5889,Male,B,True
5890,Female,E,False
5891,Female,D,False
5892,Male,A,False
5893,Female,D,False
5894,Male,A,True
5895,Male,A,False
5896,Male,D,True
5897,Female,F,False
5898,Female,E,True
5899,Male,D,False
5900,Male,A,True
5901,Male,B,False
5902,Male,A,False
5903,Female,C,False
5904,Male,C,True
5905,Female,C,True
5906,Female,E,False
5907,Female,C,False
5908,Male,F,True
5909,Female,D,False
5910,Male,C,True
5911,Male,D,False
5912,Male,B,True
5913,Female,D,True
5914,Male,E,False
5915,Female,F,False
5916,Female,C,False
5917,Female,D,False
5918,Female,C,False
5919,Male,A,True
5920,Male,E,False
5921,Male,A,True
5922,Female,E,False
5923,Male,D,False
5924,Female,C,False
5925,Male,E,True
5926,Female,E,True
5927,Male,B,True
5928,Female,C,True
5929,Male,A,True
5930,Male,B,True
5931,Male,F,True
5932,Male,C,True
5933,Male,F,False
5934,Female,C,False
5935,Male,A,False
5936,Female,C,False
5937,Female,B,True
5938,Male,A,True
5939,Male,E,True
5940,Male,A,False
5941,Male,A,False
5942,Female,C,False
5943,Male,A,True
5944,Female,D,False
5945,Female,A,True
5946,Male,D,False
5947,Female,F,False
5948,Male,A,True
5949,Female,C,False
5950,Male,F,False
5951,Male,A,False
5952,Male,D,False
5953,Male,F,True
5954,Female,C,False
5955,Female,C,True
5956,Male,B,True
5957,Male,F,False
5958,Male,C,True
5959,Female,D,False
5960,Female,E,False
5961,Male,A,True
5962,Female,D,False
5963,Male,B,False
5964,Male,C,True
5965,Male,A,False
5966,Male,B,True
5967,Female,F,True
5968,Male,F,False
5969,Male,C,False
5970,Female,A,True
5971,Male,A,True
5972,Female,E,False
5973,Male,A,False
5974,Male,D,False
5975,Male,A,True
5976,Female,F,False
5977,Male,C,True
5978,Male,D,False
5979,Male,F,False
5980,Male,B,True
5981,Male,B,True
5982,Male,C,False
5983,Female,E,False
5984,Female,C,False
5985,Male,B,False
5986,Female,F,False
5987,Female,D,False
5988,Male,E,False
5989,Female,D,True
5990,Female,E,True
5991,Male,C,True
5992,Male,A,True
5993,Male,B,True
5994,Male,A,False
5995,Male,B,False
5996,Male,A,True
5997,Male,A,True
5998,Male,C,False
5999,Male,D,False
6000,Male,B,True
6001,Male,F,False
6002,Female,F,False
6003,Female,E,False
6004,Male,D,True
6005,Male,C,False
6006,Female,B,True
6007,Female,E,False
6008,Male,F,False
6009,Male,E,False
6010,Male,C,False
6011,Female,E,False
6012,Male,D,False
6013,Male,C,False
6014,Male,A,False
6015,Male,E,True
6016,Female,F,True
6017,Male,E,False
6018,Female,E,False
6019,Male,B,True
6020,Female,F,False
6021,Male,C,False
6022,Female,E,False
6023,Male,E,False
6024,Male,F,True
6025,Male,C,False
6026,Female,E,False
6027,Male,D,False
6028,Male,B,True
6029,Female,C,True
6030,Male,C,True
6031,Female,D,False
6032,Female,F,False
6033,Female,C,False
6034,Female,A,True
6035,Male,A,True
6036,Male,A,True
6037,Female,A,True
6038,Female,C,False
6039,Male,D,False
6040,Male,F,False
6041,Male,B,True
6042,Male,F,False
6043,Male,B,True
6044,Male,B,True
6045,Male,F,False
6046,Female,F,False
6047,Female,E,False
6048,Female,C,False
6049,Female,E,False
6050,Male,F,False
6051,Female,C,False
6052,Male,A,True
6053,Male,D,False
6054,Male,D,False
6055,Male,F,False
6056,Female,C,False
6057,Male,A,True
6058,Male,F,False
6059,Female,E,False
6060,Male,A,True
6061,Female,C,True
6062,Female,E,True
6063,Male,B,False
6064,Female,C,False
6065,Male,D,False
6066,Male,B,False
6067,Male,F,False
6068,Female,C,False
6069,Male,C,False
6070,Female,C,True
6071,Male,D,True
6072,Male,A,True
6073,Male,B,False
6074,Male,E,True
6075,Male,D,False
6076,Male,A,True
6077,Male,D,True
6078,Female,E,False
6079,Female,C,True
6080,Male,B,True
6081,Female,C,False
6082,Female,D,True
6083,Female,C,True
6084,Male,B,False
6085,Female,C,True
6086,Male,A,True
6087,Female,C,False
6088,Male,D,False
6089,Male,A,False
6090,Female,D,False
6091,Male,D,False
6092,Female,C,True
6093,Male,F,False
6094,Female,D,False
6095,Male,A,False
6096,Male,A,False
6097,Male,B,True
6098,Male,D,True
6099,Male,A,False
6100,Male,A,True
6101,Male,B,False
6102,Male,D,False
6103,Female,C,False
6104,Male,A,False
6105,Male,A,False
6106,Male,A,True
6107,Male,D,True
6108,Female,C,False
6109,Female,C,False
6110,Male,B,True
6111,Male,B,False
6112,Male,A,True
6113,Male,C,False
6114,Male,D,False
6115,Male,D,False
6116,Male,A,True
6117,Male,D,False
6118,Female,E,True
6119,Male,A,True
6120,Female,E,False
6121,Female,C,True
6122,Male,B,True
6123,Male,D,False
6124,Male,F,True
6125,Male,E,False
6126,Male,D,True
6127,Female,F,False
6128,Female,E,False
6129,Female,E,False
6130,Female,F,True
6131,Male,A,True
6132,Female,C,False
6133,Female,E,False
6134,Male,C,True
6135,Female,F,False
6136,Female,E,False
6137,Male,F,False
6138,Male,F,True
6139,Male,D,False
6140,Male,A,True
6141,Male,A,True
6142,Male,B,True
6143,Female,F,False
6144,Female,E,False
6145,Female,C,False
6146,Male,D,False
6147,Female,F,False
6148,Male,A,True
6149,Male,A,True
6150,Female,D,False
6151,Female,F,True
6152,Female,E,False
6153,Male,A,False
6154,Male,A,True
6155,Male,C,True
6156,Female,C,False
6157,Male,B,True
6158,Male,C,False
6159,Female,E,False
6160,Female,F,False
6161,Male,C,False
6162,Female,C,False
6163,Male,F,True
6164,Male,D,False
6165,Male,F,True
6166,Female,C,False
6167,Female,E,False
6168,Male,D,False
6169,Male,A,True
6170,Male,B,False
6171,Male,E,False
6172,Male,B,True
6173,Female,B,True
6174,Male,F,False
6175,Male,A,True
6176,Male,D,True
6177,Female,D,True
6178,Male,B,True
6179,Male,A,False
6180,Male,F,False
6181,Male,B,False
6182,Male,B,False
6183,Female,F,False
6184,Male,B,True
6185,Male,A,True
6186,Male,F,False
6187,Male,A,True
6188,Female,F,False
6189,Male,D,False
6190,Female,C,True
6191,Male,A,False
6192,Male,B,True
6193,Female,C,False
6194,Female,F,False
6195,Female,E,False
6196,Male,A,True
6197,Female,C,False
6198,Male,F,True
6199,Female,E,False
6200,Female,D,True
6201,Male,B,False
6202,Male,A,False
6203,Male,F,True
6204,Male,B,False
6205,Male,B,False
6206,Female,C,False
6207,Male,B,True
6208,Male,D,True
6209,Female,F,False
6210,Male,A,False
6211,Male,A,True
6212,Male,B,False
6213,Male,E,False
6214,Male,B,False
6215,Male,A,True
6216,Female,E,False
6217,Female,F,False
6218,Male,C,False
6219,Male,C,False
6220,Female,F,False
6221,Male,A,True
6222,Male,F,False
6223,Male,B,False
6224,Male,E,True
6225,Male,F,False
6226,Male,E,True
6227,Male,C,True
6228,Female,C,False
6229,Female,D,False
6230,Male,D,False
6231,Male,B,True
6232,Male,B,True
6233,Male,B,False
6234,Female,E,True
6235,Female,C,False
6236,Male,B,False
6237,Male,F,False
6238,Female,E,False
6239,Female,C,False
6240,Male,E,False
6241,Male,A,True
6242,Female,C,True
6243,Male,E,False
6244,Male,F,False
6245,Male,B,True
6246,Male,B,True
6247,Female,E,False
6248,Female,F,True
6249,Female,C,False
6250,Female,D,True
6251,Female,E,True
6252,Female,C,False
6253,Male,A,True
6254,Male,B,False
6255,Male,C,True
6256,Male,E,False
6257,Male,D,False
6258,Female,E,True
6259,Male,E,False
6260,Male,A,True
6261,Male,F,False
6262,Female,F,False
6263,Male,C,False
6264,Male,F,True
6265,Male,D,False
6266,Male,F,False
6267,Male,B,True
6268,Female,F,False
6269,Female,A,False
6270,Male,F,False
6271,Female,D,True
6272,Female,C,True
6273,Female,F,False
6274,Male,F,False
6275,Male,D,False
6276,Male,D,False
6277,Male,A,False
6278,Male,F,True
6279,Female,F,False
6280,Male,F,False
6281,Male,D,False
6282,Male,C,False
6283,Male,F,True
6284,Female,D,False
6285,Male,A,False
6286,Female,D,True
6287,Male,A,True
6288,Male,A,True
6289,Male,A,True
6290,Female,C,False
6291,Female,F,False
6292,Female,F,False
6293,Female,A,True
6294,Male,B,False
6295,Male,B,False
6296,Male,A,True
6297,Male,B,True
6298,Female,E,False
6299,Male,A,True
6300,Female,D,False
6301,Male,A,True
6302,Male,D,False
6303,Female,D,False
6304,Male,D,False
6305,Male,B,False
6306,Male,F,False
6307,Female,E,True
6308,Female,C,False
6309,Male,A,True
6310,Male,F,False
6311,Male,A,False
6312,Male,F,True
6313,Male,D,True
6314,Male,F,False
6315,Male,A,False
6316,Male,B,False
6317,Female,F,False
6318,Female,F,False
6319,Male,B,False
6320,Male,A,False
6321,Female,D,True
6322,Female,C,False
6323,Male,B,True
6324,Male,D,False
6325,Male,D,False
6326,Female,A,False
6327,Male,A,True
6328,Male,D,False
6329,Female,D,True
6330,Female,A,False
6331,Male,E,True
6332,Female,C,False
6333,Male,B,True
6334,Female,C,False
6335,Male,D,False
6336,Female,C,False
6337,Male,B,True
6338,Female,C,True
6339,Female,D,True
6340,Female,F,False
6341,Male,B,False
6342,Female,E,True
6343,Female,F,False
6344,Male,B,True
6345,Female,E,False
6346,Male,A,False
6347,Female,C,False
6348,Male,A,True
6349,Male,B,True
6350,Female,A,False
6351,Male,B,False
6352,Male,A,True
6353,Male,C,False
6354,Male,B,True
6355,Female,B,True
6356,Male,A,True
6357,Male,B,True
6358,Male,D,False
6359,Female,C,False
6360,Male,D,True
6361,Male,F,False
6362,Female,F,False
6363,Male,A,False
6364,Female,C,False
6365,Female,E,False
6366,Female,E,False
6367,Female,D,False
6368,Male,A,True
6369,Female,F,False
6370,Male,B,True
6371,Female,C,False
6372,Female,C,False
6373,Male,A,True
6374,Female,F,False
6375,Male,F,False
6376,Male,A,True
6377,Male,B,True
6378,Female,E,False
6379,Female,F,False
6380,Male,D,False
6381,Male,A,True
6382,Female,F,True
6383,Male,C,False
6384,Female,C,False
6385,Female,C,True
6386,Female,C,False
6387,Male,C,True
6388,Male,D,True
6389,Female,B,False
6390,Male,F,True
6391,Male,A,True
6392,Male,A,False
6393,Male,E,False
6394,Male,F,False
6395,Male,E,False
6396,Female,E,False
6397,Male,C,True
6398,Male,F,True
6399,Female,D,True
6400,Female,C,False
6401,Female,D,False
6402,Male,F,False
6403,Male,A,False
6404,Male,A,True
6405,Female,F,False
6406,Male,A,True
6407,Male,D,False
6408,Female,C,False
6409,Male,A,False
6410,Female,C,True
6411,Male,D,False
6412,Male,A,False
6413,Male,D,True
6414,Male,C,False
6415,Male,E,True
6416,Male,C,False
6417,Male,B,True
6418,Female,C,False
6419,Female,C,True
6420,Female,F,True
6421,Female,F,False
6422,Female,E,False
6423,Male,B,False
6424,Female,C,False
6425,Male,F,False
6426,Female,D,False
6427,Male,C,False
6428,Male,D,False
6429,Female,F,False
6430,Male,F,False
6431,Male,F,True
6432,Male,C,True
6433,Male,D,False
6434,Male,A,False
6435,Male,B,True
6436,Male,C,False
6437,Male,A,True
6438,Female,F,True
6439,Male,F,False
6440,Male,F,False
6441,Female,C,False
6442,Female,D,True
6443,Female,C,False
6444,Male,F,False
6445,Male,B,False
